guid,det-files,det-viruses,web-tot,web-bad,web-ratio,meow,rank(det-files),rank(det-viruses),rank(web-tot),rank(web-bad),rank(web-ratio)
1df1b17a-dc70-4ae3-b821-93bec8e7a1f7,109,4,135,0,0,,891,528,985,517,517
e0a9437a-7791-407d-adc4-ce4e8ffe6908,161,4,11486,30,0.002611875,,436,528,76,103,201
de4f7f78-283a-476a-bf99-cc601064dff0,101,1,635,0,0,,1007,859,852,517,517
4e5ee8c8-d8b4-4b8c-b1d5-9e79e6ddafad,150,1,332,0,0,,483,859,920,517,517
dc0cf561-3cc0-4aae-a76b-ca614c0f77b3,146,1,2042,0,0,,515,859,603,517,517
00a8c552-10a5-4e3c-9282-0bd748716f0a,133,17,6517,50,0.007672242,,607,176,187,75,120
9a20849a-e283-45e9-b1dc-12d0f9177a81,242,1,87,0,0,,242,859,998,517,517
631415c1-0498-411e-bf5b-1d6a47aa4363,378,2,2234,20,0.008952551,,126,720,575,127,108
c38cc10e-b0ee-42bc-9e43-d866ab906c2a,118,74,77093,9,0.000116742,,757,30,8,179,497
808f2bfc-18d0-459f-89bc-10d4b6d9b513,246,3,5026,0,0,,237,620,264,517,517
9e6140a8-8d9d-47b0-91fa-4f23b6fa4a2b,101,71,1573,0,0,,1007,33,681,517,517
09407bbc-e41d-4433-bf71-7ec26cd592b2,116,6,414,1,0.002415459,,786,407,901,386,206
e4797259-ab13-42c8-bcb7-b95777a27f8a,114,4,3110,0,0,,811,528,435,517,517
b62cbc60-23b3-4b25-a028-1b62199bf095,489,1,4860,0,0,,103,859,277,517,517
59ec2739-faa8-45a0-a2b6-6ddf4f35a999,3144,3,1993,54,0.027094832,,21,620,611,68,43
dd1eb0fc-d74b-4ce1-a341-faf87b978b2c,106,7,1117,10,0.008952551,,945,364,764,172,108
8daac95d-cc29-4a41-8361-1b1f8d6f13ca,146,3,5713,0,0,,515,620,228,517,517
2949aa6c-3ab3-449e-bdcb-b02482b6d8f9,715,1,1571,0,0,,73,859,682,517,517
718cc3e8-bf9f-4568-bd9b-4f1fc3530cd8,326,49,1947,0,0,,159,57,618,517,517
2d7d6d0c-602c-4a6e-a577-1da2d11ecf2f,283,105,2226,4,0.001796945,,189,15,576,253,233
f9e0033a-bc4f-41b7-86bb-c35a27d85dc9,112,1,192,0,0,,849,859,965,517,517
d01a565f-ce03-4790-83a0-e1903a47f2a9,151,23,5012,0,0,,477,134,267,517,517
d94d1478-ca5c-41ba-a16f-2ebb80977fd8,130,15,970,0,0,,631,198,790,517,517
af298052-8fd6-4bdb-9de5-63a90e14a99a,147,5,3890,1,0.000257069,,505,460,342,386,453
d5ab0286-b2ac-4be5-81ec-190c2f14963b,110,1,3367,0,0,,872,859,400,517,517
576fa827-4bcd-424a-8986-7e1da2aac12b,100,2,671,1,0.001490313,,1025,720,840,386,254
0caf228a-fe6e-4ff6-8796-f43e726a0f11,197,2,2714,0,0,,325,720,493,517,517
ce98e974-d34a-49ce-97d0-963a3475855a,188,2,2138,0,0,,350,720,586,517,517
c1140a79-a083-4106-81e6-d00a36da8766,176,16,3016,3,0.000994695,,390,185,449,280,296
6b53ef53-5465-4d4c-8ac7-7cdd7f3f3afe,103,6,2786,91,0.032663317,,983,407,480,48,32
a9408673-10fd-4963-81e8-7108df2013df,143,3,1350,0,0,,534,620,712,517,517
23d54685-08c0-41d1-89ab-d47fd9157db9,190,5,3465,0,0,,345,460,385,517,517
8e8fcf34-ad5b-4b59-81d1-5ee2c86b3b08,261,30,1917,0,0,,215,98,624,517,517
de7f6d8a-3ec7-46aa-9ed3-19a8f166313b,147,8,9373,8,0.000853515,,505,328,107,191,317
0df76faf-6be4-4472-9c73-9688743692b6,123,76,883,1,0.001132503,,700,28,807,386,282
7f79ab94-97e1-43eb-bcfe-db20e5011af1,122,15,1813,4,0.002206288,,712,198,640,253,216
934dd565-e6d1-4f51-a3dc-5b2f829d1b14,173,23,7331,1,0.000136407,,399,134,161,386,488
c5628c14-36e6-4cb6-a144-902848deb4b2,111,1,600,1,0.001666667,,862,859,859,386,244
96059873-6933-4624-a2f8-1581a9f9a25c,246498,2234,2,0,0,,1,1,1033,517,517
deba79e4-b518-424c-b898-22acd53eb3a3,101,6,3542,6,0.001693958,,1007,407,373,211,243
74486611-1c1a-4313-bd8b-8f2cbdacb7ba,116,1,835,0,0,,786,859,815,517,517
ddbfaf16-82e6-48ad-bd31-447149c35077,490,3,1757,1,0.000569152,,102,620,648,386,367
fcce67f6-a2d9-4f1e-81dd-3a3f3491fccf,139,4,6387,0,0,,558,528,195,517,517
3afdaf00-e1db-4412-b14e-b19341b3fee5,223,1,3117,0,0,,272,859,433,517,517
8e17d53f-6d3e-43e2-a035-a00104f3fb20,231,8,21,0,0,,259,328,1024,517,517
177ca38f-146d-4a09-8218-cf42e8567487,156,3,59,0,0,,455,620,1007,517,517
e9f98a4e-7e2c-4663-9140-ccfd9c8c61ef,105,1,329,0,0,,955,859,922,517,517
947ede55-ec2a-451f-9dbf-c84e4acf08df,110,7,216,0,0,,872,364,955,517,517
19eee487-5a25-4dab-937c-c8c207115648,566,2,5104,0,0,,84,720,257,517,517
e4cbaf4f-1b9b-4ad4-b7b1-e8e9b770877c,135,3,8258,0,0,,591,620,133,517,517
4bf3409c-167d-4682-af2d-bb2ba0e69b77,104,25,219,2,0.00913242,,965,126,953,314,106
dbced01b-47da-4c6e-8a22-cb6b3bc57a95,145,1,6331,0,0,,521,859,201,517,517
859152e5-4f25-443a-a57e-c5c92204e364,100,4,93,0,0,,1025,528,995,517,517
eca1b970-459f-45d0-b5ad-f54c3190b33e,186,10,4365,1,0.000229095,,356,278,304,386,462
f665d725-8640-424b-82a3-e143369d0ef1,171,38,4952,2,0.000403877,,406,76,271,314,404
dfa9b50b-6ac2-4e3a-8519-696d8a23064f,315,2,814,1,0.001228501,,167,720,818,386,274
a1e21a97-2200-4f79-be0e-3e919e3266da,140,1,3737,1,0.000267594,,550,859,350,386,450
1d05b93e-def4-4ea9-9e6d-b6ccb40697a5,118,1,5458,0,0,,757,859,237,517,517
13b04003-22f0-41fb-ac2f-b961523389cc,271,2,1299,30,0.023094688,,205,720,724,103,50
e299f765-5453-4aa8-b5a1-c78c4a65ff34,3460,5,968,1,0.001033058,,20,460,791,386,289
c336767f-b02f-4eb7-9855-d74cd34b8e1f,192,5,1186,18,0.015177066,,341,460,749,135,73
0a969e7e-7a31-4c15-8771-8b612fc7f198,246,1,2558,73,0.02853792,,237,859,514,56,37
07faa3b9-a5e9-4fe9-a918-4b008fff2b44,158,8,2035,4,0.001965602,,445,328,605,253,227
9f43c449-d1a1-49f0-a3f3-4107b4a853e8,627,5,4405,0,0,,80,460,300,517,517
9789faef-ace1-4044-a669-37400bc765e1,140,4,8637,0,0,,550,528,124,517,517
1191900d-79a0-4fa8-9394-25e97a874ab3,276,13,1780,0,0,,197,230,645,517,517
de2be7ba-3b4e-45b3-b269-e664f28787d1,115,3,834,0,0,,799,620,816,517,517
1a881d26-ee7f-49fe-829c-26449a07372e,218,3,2723,1,0.000367242,,280,620,490,386,417
3aaeba24-3d75-4e80-80c8-3795c78d12bc,109,4,14385,0,0,,891,528,52,517,517
ac88f057-1fad-401a-8a61-d87274fcbf01,118,29,1237,2,0.001616815,,757,101,735,314,248
a6e8a7e5-b393-4b8f-a5c0-16275d80d05e,133,7,4667,4,0.000857082,,607,364,285,253,316
1c1bb9d4-735f-4991-bde7-34d98d47dabb,124,25,1404,0,0,,690,126,706,517,517
988a1ca9-9038-4236-b175-968bdc634c05,342,7,983,0,0,,152,364,786,517,517
6289022b-e9e8-4fca-90d6-3cfec58cf11d,158,22,7071,1,0.000141423,,445,144,167,386,487
f71de49f-daec-4fe4-8f16-3c143d59c575,175,14,1401,9,0.006423983,,393,213,707,179,131
57acc793-34ed-4b0b-9f69-023aec8d16e7,6097,2,919,79,0.085963003,,14,720,800,52,12
47597cb7-7297-4ce3-a49a-aa632f685ec0,127,5,5019,4,0.000796972,,665,460,265,253,326
eb5550e1-acb9-4176-91cc-5f48338524e1,199,34,1150,52,0.045217391,,319,84,757,70,26
2a9626fe-45ec-4017-a6d9-473f02ff205e,123,1,64,0,0,,700,859,1006,517,517
956e7ae4-e8be-4f69-8c0a-ab3f61a9c5af,524,14,2863,0,0,,95,213,473,517,517
704aaee5-0aff-4daf-9eab-9fee06b19c7f,139,15,1599,2,0.001250782,,558,198,676,314,271
941b24bb-3640-4334-a433-7854f5eb98c6,1019,9,27,0,0,,52,306,1022,517,517
66a071b3-8e05-4b3b-9821-577fd982de39,306,1,1910,0,0,,176,859,625,517,517
9b9faa53-d23d-4307-ad1d-d2181195a1d1,275,4,10463,3,0.000286725,,199,528,93,280,442
37664219-9292-4c54-9eb1-5d0e3d9c34e3,152,4,3476,3,0.000863061,,472,528,384,280,312
3eedd137-5d98-4f0c-b1b1-813007a7a0f6,123,3,2317,0,0,,700,620,560,517,517
a03a3819-23bc-4a70-933c-179c26452988,100,26,959,0,0,,1025,116,795,517,517
afcf756c-a7cd-4080-9301-470c575e0714,121,1,1209,0,0,,718,859,741,517,517
cd22c3e8-ca30-447e-b0ce-4f8475831b04,106,2,2143,0,0,,945,720,585,517,517
f65ee56d-1def-4caa-b22c-9fd4d1e13549,130,10,534,2,0.003745318,,631,278,876,314,164
3f65a12c-65fd-464c-a2e0-4c882a6928b8,167,5,2621,1,0.000381534,,417,460,506,386,410
bcd0a6c2-883d-4b5b-bb9e-127dcfce4632,214,7,9675,64,0.006614987,,285,364,102,61,128
323a1ac9-5b8a-4c7a-bf81-b21d34a75779,124,36,7962,14,0.001758352,,690,80,145,150,237
54cbc64c-bd8b-49ca-8b97-bd438cf1a96d,138,3,9150,0,0,,563,620,114,517,517
8d79ec41-28e7-4a32-9a67-f517490dd4fa,135,3,369,0,0,,591,620,911,517,517
3605e3c6-9b18-4752-9044-ead13b9ca865,157,8,11000,0,0,,449,328,86,517,517
a9af7fb9-0846-4fd5-9a6c-f801e90cfca4,105,3,224,0,0,,955,620,950,517,517
83c0f930-db36-4852-9bed-9c73bc7a1687,183,6,3675,2,0.000544218,,365,407,357,314,369
a5fdb7f5-6c25-4ec7-9b60-1c7a9faea291,141,2,192,0,0,,544,720,965,517,517
fbdeb0ec-a18b-452b-831f-c869946e810a,105,1,330,0,0,,955,859,921,517,517
9818cd04-4a20-4f38-a25d-c85360b7853f,118,10,1323,0,0,,757,278,716,517,517
4a329a82-1faf-4a48-9b39-54645d79c788,484,1,2326,0,0,,104,859,557,517,517
c7a5775d-ecdc-438a-969a-e281807d38bd,512,5,795,0,0,,98,460,823,517,517
65bca7b0-fcdf-41af-83f1-653d7209285c,104,1,90,83,0.922222222,,965,859,996,51,1
549cf433-8fd7-4cdd-a91d-0be1cdfc6544,206,22,8258,62,0.007507871,,298,144,133,63,125
3d27e9a8-beac-463e-a8dc-c46eebf643f0,102,3,1868,0,0,,997,620,632,517,517
21fec838-4e62-4da0-bb94-151a1ac12845,118,2,2510,0,0,,757,720,527,517,517
f943f8dd-350a-4c8b-be21-bc4224a9f3fb,349,2,418,0,0,,144,720,899,517,517
d8c9c19c-2951-4d0d-a670-761c5c4522fe,190,10,3506,0,0,,345,278,376,517,517
0adf8b70-3e8e-4812-ade1-74fd91b287e2,125,5,3980,0,0,,685,460,334,517,517
73ba595b-61c6-456a-a062-faa5fda978a3,101,7,561,0,0,,1007,364,870,517,517
26c4c2c1-8a7a-4faa-afd2-426f771bac2f,107,1,8130,0,0,,924,859,137,517,517
49f7c9b3-d54f-45a6-9776-02c1a73db84e,136,10,785,0,0,,580,278,825,517,517
30a494fb-c27a-47f7-86df-bdabe1871d7e,114,1,9616,1,0.000103993,,811,859,104,386,503
67036447-94cf-4154-b265-102df2d65282,147,34,1097,2,0.001823154,,505,84,768,314,232
7aa3b08a-f00e-4bfb-b45c-b07f2c68dc2d,124,1,4844,0,0,,690,859,279,517,517
1ce66573-013c-41c4-921c-e4c906bfde0e,130,8,1942,0,0,,631,328,620,517,517
b34afc86-53ca-4e41-b376-d080d74023f8,120,1,438,0,0,,730,859,896,517,517
d72e7561-0f2a-42cf-a0a2-1544765a1083,101,2,21059,0,0,,1007,720,23,517,517
815d2f0e-ab8b-44e6-b510-1edd021bb799,201,4,2751,494,0.179571065,,309,528,484,13,6
122e6d4f-d383-4047-9734-4a4c358889ce,207,40,14756,32,0.002168609,,297,69,51,99,218
0e00be49-8980-416c-9e1e-42044f9fe44e,353,1,14332,6,0.000418644,,141,859,53,211,396
849de377-3928-4acd-ade7-85f8e153cde3,147,69,1306,1,0.000765697,,505,37,718,386,333
6db53a82-cb15-4341-8eff-af1ead790a2e,583,5,2153,0,0,,82,460,583,517,517
f51cc9b1-2e6e-4c07-97c4-f357c365645f,126,13,2504,0,0,,673,230,528,517,517
0e5ac11c-38da-45df-a274-61f2c5db9465,109,1,2058,0,0,,891,859,601,517,517
6a241b4a-aa6a-4979-8631-667fe6d16b0a,114,1,3183,1,0.000314169,,811,859,424,386,434
8eed9a42-f3c9-40a7-a1b7-79b3effd108f,106,3,4028,3,0.000744786,,945,620,328,280,337
dcc94f5e-abb9-4554-82a0-ebf794eea418,211,3,566,0,0,,288,620,866,517,517
f107b013-96e8-4999-a7d3-c5d24643ea92,102,2,2216,0,0,,997,720,578,517,517
4c3bc26e-32f5-424d-a47c-cdb4b19147c9,129,4,2416,0,0,,645,528,543,517,517
52aa4665-5999-48a5-9a35-47c65c4e97d9,201,7,5410,18,0.003327172,,309,364,239,135,175
2cdde29f-1ea2-499a-9f2c-1205a46fc572,102,5,4070,0,0,,997,460,326,517,517
3ee413e4-42a3-4f0c-82bd-81105b33ee3c,188,33,1017,0,0,,350,90,779,517,517
7a4404f4-5bd7-4c21-9605-932124c22dad,109,3,3672,0,0,,891,620,358,517,517
157207d4-0edc-4a75-a1e4-ee9d9875c4f5,138,8,3230,1,0.000309598,,563,328,414,386,436
48bc2ebd-deb8-4235-b5cc-94c239e3cf00,125,5,403,36,0.089330025,,685,460,903,92,11
71a9bb1b-8f50-4df6-9a2d-34474285a09a,162,48,426,8,0.018779343,,431,58,897,191,59
b3d3d088-90eb-46b9-b849-4d4755bd5ad7,1151,1,350,0,0,,47,859,915,517,517
73d2d1ee-77cc-454f-bf89-45eb48c4b2e9,136,9,563,2,0.003552398,,580,306,868,314,169
4d876a58-59de-4fa8-9587-d99587bdd944,115,2,1778,0,0,,799,720,646,517,517
f1853330-4e6e-45a9-8f4c-f03734b0f2b7,232,2,1512,0,0,,257,720,691,517,517
6e6bd895-d924-4d7d-b6d3-cefa60961596,168,15,8620,1,0.000116009,,414,198,127,386,498
f6f18825-1d72-463b-9df7-1f669a9a3010,182,2,5505,1,0.000181653,,370,720,234,386,475
1393b250-6d11-4632-b678-40ea8be72409,287,22,1508,2,0.00132626,,188,144,693,314,266
a4e9c057-f254-4ff1-83d7-e8e923d85072,177,2,11196,1,8.93176E-05,,385,720,80,386,508
4c6b07e6-6004-4a7b-8ca0-9a0acf1142c6,122,7,2865,6,0.002094241,,712,364,472,211,220
e5433c21-b494-4193-ba43-30d10f1e9346,530,84,845,8,0.009467456,,92,23,813,191,104
bb7b44a5-11ea-40b2-9cba-16ad0f00f1b6,130,1,699,0,0,,631,859,834,517,517
5822c994-b687-4445-8417-4d1ca4076029,944,4,7009,0,0,,55,528,169,517,517
3eccd956-ecd8-40eb-9031-c81752f05283,114,1,7346,328,0.04465015,,811,859,159,19,27
99211c2a-e283-48c7-a3f0-0c8434e75078,149,4,2267,6,0.00264667,,491,528,568,211,199
7061cc3d-bb88-471f-8fd4-3c0e5e64f112,111,19,8036,0,0,,862,162,139,517,517
84bfd162-303c-4484-8be5-ab604dcce833,110,1,3697,0,0,,872,859,351,517,517
ab9bd23d-0314-40cd-98c4-3960afda88b2,135,1,2985,3,0.001005025,,591,859,455,280,292
e0ae0cf4-7b7c-4e8c-a773-fa797a5b37d7,169,5,2531,1,0.000395101,,409,460,520,386,406
9f87de49-e1f3-4228-a7a7-a2e7c50c8518,144,9,4393,39,0.00887776,,528,306,302,88,111
de5c29cb-6b38-4ad1-a3f1-4a4f33ea0249,201,1,2463,1,0.000406009,,309,859,535,386,402
66760aa1-b5a2-4d67-855f-c60e62f72e74,173,3,163,0,0,,399,620,978,517,517
631e5a22-473e-4a83-98bc-296bb970a046,143,2,10446,35,0.003350565,,534,720,94,93,174
09b7f0d1-41e6-4e4c-bfe4-703a8c675a9d,109,1,3080,0,0,,891,859,440,517,517
24002703-d201-4493-bb0e-f930bb113431,359,4,2179,2,0.000917852,,136,528,582,314,308
b2f31869-85d5-47d3-85da-eda8bd76c882,174,13,888,1,0.001126126,,398,230,806,386,283
93286b9f-18f5-4621-bf11-4c679f0597b9,127,2,54,0,0,,665,720,1009,517,517
2d16f986-881a-4b06-8346-1c46baafc024,124,8,1302,0,0,,690,328,721,517,517
24a712a5-adeb-4109-9622-2f6256cd97d2,146,5,2089,2,0.000957396,,515,460,594,314,304
455f6614-9ef0-4bfe-89ab-48ced2338793,164,123,267,5,0.018726592,,424,8,934,233,60
93e2c0f3-e795-49d5-91cf-f0244bd5c107,167,3,410,0,0,,417,620,902,517,517
4fa1e5c8-4530-4550-a8d7-79e803ac84d7,151,5,3036,7,0.002305665,,477,460,446,200,211
af5b5270-eb5e-450a-a508-0e566e164248,423,1,1887,0,0,,116,859,627,517,517
19f5c114-bffe-4e92-b24b-a9b01325ce5c,191,4,369,0,0,,344,528,911,517,517
ebca37df-d85b-4c3c-a52c-77a0a9df0183,103,8,3197,0,0,,983,328,420,517,517
495848a8-ea59-400c-bd15-dbb382e4a1d7,108,3,983,0,0,,913,620,786,517,517
fdfe6ae4-f66c-4cea-b2e1-8a7645f0ce97,153,91,8417,157,0.018652727,,468,20,130,26,61
d986ccdc-432a-42b1-ada2-e3e68e7bc109,104,2,3295,0,0,,965,720,404,517,517
b5fcd5c8-621b-4d78-8954-e7278889c858,194,14,51,0,0,,338,213,1011,517,517
8298a0d2-2353-405f-99a6-28f9db577180,180,1,3585,0,0,,378,859,365,517,517
d37c20f9-e4aa-4fb3-8221-cc8c8b06668c,389,3,1078,1,0.000927644,,123,620,769,386,307
48cd1325-4d4b-4e97-9622-e67caa5fb807,537,4,4015,1,0.000249066,,90,528,330,386,455
23e24f14-90bc-4a0c-b707-7b525a31af42,149,5,192061,0,0,,491,460,3,517,517
d6d2e008-7815-4812-a01f-344b3ad691f4,252,29,6256,6,0.000959079,,225,101,203,211,301
12a1dae8-e534-4dba-9fdf-62c7c9dfbc79,133,17,3263,0,0,,607,176,409,517,517
2a66d639-11fa-41f2-b780-0b201711c4a7,324,3,18,0,0,,161,620,1025,517,517
b678d473-ff89-4c90-ac64-028f0a526f14,111,9,11133,1,8.9823E-05,,862,306,84,386,507
dc4f4f22-6e23-4286-bbae-42181295a002,251,6,178,1,0.005617978,,227,407,974,386,142
ac01ffc3-0fe4-48a9-bd95-30295d0baff4,105,4,7268,92,0.012658228,,955,528,163,46,84
6bdf9fdd-9aad-4a3b-90f4-9e986e7f5ff2,116,1,3183,0,0,,786,859,424,517,517
6f88a8c2-5331-4ad9-b2f5-43db909ae261,140,25,1262,0,0,,550,126,732,517,517
0a9840c3-9b9b-476e-9d02-687ef0481461,121,2,1302,0,0,,718,720,721,517,517
38c0c8c4-91a9-4769-bbc0-f9e216520706,120,1,6398,2,0.000312598,,730,859,191,314,435
522cfa2b-62c9-4cf5-8d4c-c5d82f618866,144,6,10606,22,0.002074298,,528,407,89,124,223
d1336ef4-5e9a-4176-ab7d-9d98ce838e4f,162,2,1532,0,0,,431,720,686,517,517
1cd66188-73de-43e8-83f8-c2c3c999688b,103,1,4186,1,0.000238892,,983,859,315,386,459
7348c9bd-8b5c-43d7-b8de-b81a8b3defb6,114,16,4315,0,0,,811,185,310,517,517
36525892-aa19-48ab-be21-7d82ea340c9d,112,9,527,0,0,,849,306,879,517,517
46a95b19-f1b5-4875-9765-d28bbc77452e,128,66,6842,5,0.00073078,,656,40,173,233,339
ec0937bd-97d6-4a32-9243-f27b21e4c354,124,21,15113,35,0.002315887,,690,153,46,93,210
bb545910-1beb-47cd-a3e0-840c5125287e,143,11,8017,1,0.000124735,,534,261,140,386,494
59eb1c2f-65de-4450-87cd-07fb84ebd8f6,119,34,16276,246,0.015114279,,745,84,38,22,74
7d2268cc-b0fe-43e6-885f-e21805132d7c,750,1,2273,0,0,,71,859,567,517,517
2d081f47-85c5-4a47-a4b1-d4e1042359fc,197,4,2284,0,0,,325,528,566,517,517
a8184848-301d-494e-98a2-4b5c2fe63234,101,3,1167,0,0,,1007,620,755,517,517
8f1c6227-0b0e-4054-bb43-324aee5daad4,122,1,1961,0,0,,712,859,615,517,517
da1d0a1e-0159-42a0-9d54-a73b7c7becc3,107,1,1,0,0,,924,859,1034,517,517
6d1cc8ab-f92e-426d-83a9-0599f9f95081,110,2,13752,3,0.00021815,,872,720,57,280,464
89a98c95-efb0-49d2-ace7-1b9c9e6dd14f,132,7,1887,3,0.001589825,,616,364,627,280,249
e0695928-8457-42ed-9f7d-5be5b91f3c3a,200,23,4491,60,0.013360053,,315,134,295,65,80
680f1257-efa4-481f-b3e9-7a6fe850801b,163,43,5406,0,0,,426,65,240,517,517
7facad1a-3c04-4475-9179-0bb9d0bcc9e3,11604,2,11139,0,0,,9,720,83,517,517
2567bde3-50fc-4ba0-a6f8-268f066c381f,2480,5,4955,1,0.000201816,,25,460,270,386,469
7133084a-1b78-4be8-9da0-a9f9a617d2b9,132,2,4438,0,0,,616,720,297,517,517
f9459f79-f28d-40e6-ba9b-50f53dc5a338,116,2,4174,5,0.001197892,,786,720,318,233,279
3afdc739-e1d8-44c8-afbd-44f442f938bd,120,20,7246,0,0,,730,159,164,517,517
5a3f156e-15fd-4498-bbad-e6aeb6b91655,6216,1,600,1,0.001666667,,13,859,859,386,244
40da7643-dab1-4f2f-bbaa-064347b4e3e3,130,6,9310,6,0.000644468,,631,407,109,211,353
496c0cc3-756c-4ca5-bb3b-bbaa70a85142,116,7,2994,0,0,,786,364,451,517,517
eade47bb-cc88-482f-a343-43a34528c3fe,126,8,395,0,0,,673,328,905,517,517
fbd4d10b-febf-41f5-b63c-0594b2d2d37e,105,1,1397,4,0.002863278,,955,859,708,253,190
f565a2aa-ff59-4a7b-9efa-2d7867266054,103,12,1353,0,0,,983,241,711,517,517
af1d8b65-2029-4e5d-a1c2-611c69bd5c67,100,2,2609,0,0,,1025,720,508,517,517
f2a468ef-7c6f-4e92-b93d-733787d064b3,498,6,220,0,0,,100,407,952,517,517
e04b609c-bf22-4d41-a09a-8f806a36c1bc,124,1,16174,52,0.003215036,,690,859,39,70,182
fa8a371b-886c-4d8d-9fe3-316ca5ebd451,109,1,33522,0,0,,891,859,13,517,517
98a266d8-585b-4744-9770-557316922640,133,2,647,0,0,,607,720,846,517,517
7bfb53f0-4fd7-461e-8583-0c688dffa624,117,3,3563,0,0,,773,620,369,517,517
c6401c1b-6466-4650-a9e0-fb17987df580,177,7,6350,22,0.003464567,,385,364,197,124,171
a57fcb34-8abb-4511-a6d8-80247f3bf517,226,2,137,0,0,,267,720,984,517,517
f4dc7bd3-4a3e-48ce-9ae4-71c23b4248e3,181,6,2947,2,0.000678656,,375,407,463,314,349
7b670daf-d6ae-4fa8-baed-d9e0d75435b1,9037,42,8,0,0,,10,67,1030,517,517
cb6d111d-c31f-47f8-a001-d772b7481b76,249,19,3195,9,0.002816901,,232,162,421,179,192
6364df2a-78be-4ff0-8c64-7b2b0ff11a19,115,4,695,2,0.002877698,,799,528,835,314,188
870f5f89-25d5-477f-b5bc-4c192f96bb83,137,10,662,0,0,,574,278,843,517,517
be6d9b78-1d20-4223-beb9-7e52b8bf79d2,403,4,1752,0,0,,120,528,649,517,517
5110f47e-ad62-4c02-b8e6-7c0a2d764f22,104,1,7344,15,0.002042484,,965,859,160,146,226
c4b38653-7c49-4849-92ef-a73a0155adfd,310,14,1852,0,0,,172,213,636,517,517
1caff3d2-88d0-44ea-b432-12af1ef62b00,206,8,2967,0,0,,298,328,459,517,517
e2fff53c-30bb-45b2-97b1-8ba9cb4ce9b7,134,3,6006,0,0,,599,620,211,517,517
16aac341-eb51-46e0-be04-611d93cf92d9,107,11,2547,2,0.000785238,,924,261,515,314,330
18a74f5f-c0da-40ee-a733-8db4109ea71c,247,11,256,0,0,,236,261,936,517,517
c7d74fad-1d3a-49b8-ba12-d3101786f740,131,3,1725,14,0.008115942,,625,620,654,150,117
27536998-4f1c-4a01-b866-b1a1c2349b5a,156,6,2500,0,0,,455,407,529,517,517
0a8a1785-2ac6-40aa-8b69-525b969a18bf,657,80,3993,2,0.000500877,,77,26,333,314,378
c70f0642-afba-4d31-a562-567490405894,262,70,12520,41,0.00327476,,214,34,65,84,179
5cfe6103-720b-4a79-bcba-f84f84bfd178,824,3,1436,0,0,,61,620,703,517,517
3a1bd246-90a3-4ecb-9f45-366f7863c0ef,155,4,4897,1,0.000204207,,459,528,274,386,468
57d60c6e-bf3a-48a8-8d5d-012096a7b2cf,209,101,77857,1518,0.019497283,,291,18,7,3,58
1b76a654-72c1-460d-9e4b-6414310f3aa9,187,1,246,0,0,,353,859,941,517,517
3887ad27-aab2-477a-b69c-29ad71fbbcf1,229,7,6532,8,0.00122474,,263,364,185,191,276
08f5beec-d95c-455e-a0a4-1b0633469c96,120,10,1729,28,0.016194332,,730,278,652,114,70
771aea87-9ac4-4542-b38d-910a637808ee,186,4,3127,0,0,,356,528,431,517,517
5a81347c-59c8-49ad-9cb8-cabf162fae53,135,1,8733,0,0,,591,859,119,517,517
b6185d91-5740-4897-82eb-a54ae9a89d51,155,3,3180,0,0,,459,620,426,517,517
34761db7-f225-4eeb-9798-7a0c333f1c1b,1196,6,2900,0,0,,43,407,468,517,517
eebc166a-4bcf-423f-bed7-d4df021d70fe,130,16,1956,0,0,,631,185,617,517,517
9ab6b8eb-5b9c-46a0-9850-0301920a9988,205,60,240,7,0.029166667,,306,45,944,200,36
59bbb68e-60fd-47e8-8f51-ff2f5ed77ca5,118,74,5498,125,0.02273554,,757,30,235,32,51
de061caf-fd58-47b2-8c56-0ce0ba09d382,171,1,687,0,0,,406,859,838,517,517
b8ad194e-e4ea-4c11-8249-e1b73417149a,535,5,221,0,0,,91,460,951,517,517
0bd23ccd-b346-4251-b9c8-7c18a8938bb1,129,6,5950,5,0.000840336,,645,407,217,233,319
